time_s,Crawler Transporter,Rail Platform,Maglev Platform
0.355,0.3629640280051317,-0.9520250854576117,0.1955723732683724
0.36,0.49344923422613546,-0.9546424362312134,0.1371269556706694
0.365,0.8619069216269067,-0.7120028024886276,0.16392605570473656
0.37,0.8275834225639459,-1.0350124391254372,0.1995551925440674
0.375,0.9577940264161093,-0.904572062534477,0.12047258904366785
0.38,0.7034760494481824,-1.0593014830583756,0.13272408746985848
0.385,0.7856314800494101,-0.6502622982509236,0.16275542361684867
0.39,0.8193819619763058,-0.5319698381383737,0.14183556719624907
0.395,0.5365759603961454,-0.45890729930731655,0.1849899377002941
0.4,0.606225814793687,-0.17167856220821368,0.11032137962696918
0.405,0.26966923089455536,-0.1856659046870816,0.10505817266142539
0.41000000000000003,0.23780959081899947,-0.3158907393492933,0.1568680965931752
0.41500000000000004,0.1448680041451618,-0.43537290535546425,0.09846436297678768
0.42,-0.10848055535151675,-0.3208054590725845,0.11780812281862948
0.425,0.1810489853385574,-0.5620790926895278,0.11414264616627154
0.43,-0.0843851383828058,-0.7640678991831561,0.1305634608296141
0.435,-0.037744085636572694,-0.9610612625211363,0.10906962003626584
0.44,0.006576270062769209,-0.8220506257773583,0.09227858547464998
0.445,-0.060721487135186276,-0.6592042477334654,0.05851892145704754
0.45,-0.08301206252976144,-0.4162348459016839,0.0833333745774341
0.455,-0.3276481937400535,-0.6717844906126849,0.13769461818556267
0.46,-0.4930213093800129,-0.7130528900915445,0.050567320997345046
0.465,-0.5299229173521263,-0.6888201511552559,0.03070013154720312
0.47000000000000003,-0.9949566595088312,-0.36174407864913544,-0.004836076370051144
0.47500000000000003,-1.0725074602502387,-0.6129059178443027,0.010840079804998147
0.48,-1.1752399511886558,-0.2196284400745946,0.023428023477897755
0.485,-1.2279210194760157,-0.12032882957593218,0.02019197795582719
0.49,-1.03680782486057,-0.1117173274043984,0.03723924882409407
0.495,-1.4000406189262082,-0.1336882252811965,0.08377107352873503
0.5,-1.3436566729980552,0.06172332736176356,0.07456309671097687
0.505,-1.0094285199651742,0.10838546297461493,0.04292971528606128
0.51,-1.3529306053040917,0.09256584292049903,0.017413470728749585
0.515,-1.0774369967501785,0.5901397136759088,0.0739389850890893
0.52,-1.3642002997846288,0.4053114160365316,0.0366343259199879
0.525,-1.1175395419450203,0.675193355542065,-0.00848632882156026
0.53,-1.1723112455313645,0.3086519252541831,0.04273179675971609
0.535,-0.9340952038609494,0.8759675932589521,0.045061769870042075
0.54,-0.5802253512323232,0.9076654929351735,-0.039000629004168404
0.545,-1.040217243952915,0.6690917938105296,-0.002250687739714339
0.55,-0.5115219497514483,0.6754464142908798,0.01652532897319882
0.555,-0.511464933958964,0.5878821343560224,0.04114486315824419
0.56,-0.6740294267951009,0.3277124950538304,0.019056447068102274
0.5650000000000001,-0.8670408280381551,0.4173347384545517,0.02046628791940463
0.5700000000000001,-0.5770420950741005,0.17430922323194234,0.06645666396868076
0.5750000000000001,-0.7572063060407914,0.1850622496909563,0.04748512545500873
0.58,-0.6575651481432968,0.44895730287690117,0.07869724088907694
0.585,-0.7701309031497775,0.47936467692719353,0.04516128536534776
0.59,-0.49866197411060664,0.3178380529232721,0.041787844003303744
0.595,-0.9504924910984791,0.40099813896856684,0.09028287922028724
0.6,-1.166420440432607,0.49978107185999254,0.07467917527391095
0.605,-0.9466800596410373,0.7698103092914542,0.08412324600018713
0.61,-0.9642792936447171,0.58482862582753,0.04219138848984914
0.615,-0.7394746776545831,0.817585774581462,0.027563287021051385
0.62,-0.865942224318072,0.8997981810180867,0.06994365000476198
0.625,-0.983807689628225,0.8014263966197792,-0.00447939456585211
0.63,-0.7695162363062478,0.9750089260348853,0.055480779533097775
0.635,-1.3676715131937447,0.813984314851566,0.05421624597191051
0.64,-1.2953686094235954,0.85905370077593,0.042602020009262304
0.645,-1.414900771925728,0.7900667826866801,0.007114730028056939
0.65,-1.3704172014266456,1.109755940168684,0.005716482383726443
0.655,-1.659044931612195,0.8872499675662645,0.0214469284839806
0.66,-1.3096611819694022,1.0527277383553681,-0.003524997617065942
0.665,-1.567565725606516,0.9708728038518456,0.0027367016363468197
0.67,-1.8959931378966577,0.7730501885939259,0.03614911326296968
0.675,-1.8401510694465044,0.7381515077439775,0.029017587115829264
0.68,-1.5706694314968117,0.8887393684936634,-0.021017641711608526
0.685,-1.4411273745543476,0.5702556724601434,0.006564832861328442
0.6900000000000001,-1.1422630515204288,0.24070397622116127,-0.013322646462836181
0.6950000000000001,-0.8614963524229958,0.2766428849528395,-0.004164777774234653
0.7000000000000001,-1.2799132531518782,0.08838529143720816,-0.04155222465959228
0.705,-1.4403073766678351,0.5069854290382403,-0.044174115965183836
0.71,-1.5286037712182552,0.012583782558494488,-0.06973546180024123
0.715,-0.853643074755891,-0.08939068707127346,-0.06716515595400098
0.72,-0.9238958371934191,0.18834601506686685,-0.12651487735945166
0.725,-0.6898537907522012,-0.2271911612298626,-0.10267306009023461
0.73,-0.6014015892595284,0.09588903293808924,-0.10191175306321942
0.735,-0.3944869271885058,0.40710046784178294,-0.10640253078029449
0.74,-0.05758086695457637,0.13620490048007095,-0.08945985588342441
0.745,-0.1994341499080884,-0.08708236080552373,-0.08459874156883757
0.75,-0.2394455241183179,0.08424736560932368,-0.09115094852651724
0.755,-0.41956156321643534,0.3108220285456205,-0.10723887632254636
0.76,-0.5631920645164967,0.11513071601670347,-0.12521512792044429
0.765,-0.3244179252050158,-0.10105389385049247,-0.08918480144458128
0.77,-0.24812913906351344,-0.11910998540569123,-0.11512449293972882
0.775,0.12909624850680995,-0.13288707194276797,-0.15635936441637982
0.78,-0.2236805553939289,-0.027735913790486223,-0.1460068692964336
0.785,-0.03455898114254356,0.0865938759308656,-0.1900361326276513
0.79,-0.3335193359875336,0.015838342534784083,-0.15394329103977372
0.795,-0.4544582119871438,-0.11489067381411532,-0.1621151729351111
0.8,-0.3778935349420129,-0.437065236417787,-0.17036886313098953
0.805,-0.2976271411146284,-0.5337567448888468,-0.1159920014298304
0.81,0.33490199725139563,-0.39375425992109814,-0.173517870887795
0.8150000000000001,-0.28153333043916057,-0.7984054893452954,-0.12108332736893501
0.8200000000000001,0.07249439681829487,-0.7856500168742366,-0.07642686896254351
0.8250000000000001,-0.314408882961681,-0.8461911028963315,-0.09233044954987076
0.8300000000000001,0.04779681400541052,-1.1594623713236276,-0.10916392893391592
0.835,-0.10937470417524249,-1.2158462952621987,-0.12766636613808374
0.84,-0.2714745006729748,-1.1118443712507293,-0.12808537524464772
0.845,-0.2925054955418362,-1.0083399795967831,-0.10352476773043387
0.85,-0.46094231589187246,-0.8697031026570214,-0.11014243836082038
0.855,-0.24719437993423618,-0.8441892843131987,-0.11301971996326945
0.86,-0.4376383842404364,-0.8149328462807063,-0.10708588723745936
0.865,-0.5717446914788799,-0.8266327094589435,-0.10533432228161389
0.87,-0.520909047933675,-0.7825640560965019,-0.09433495013699451
0.875,-0.11722241292156377,-0.6369783840919644,-0.13588754022822233
0.88,0.30675049879809957,-0.46732899332137784,-0.12192753356297986
0.885,0.15223083397548023,-0.46254658684795,-0.10635778522322845
0.89,0.2585053446441432,-0.8090206342838486,-0.10162355038853929
0.895,0.5191461753987057,-0.6359215078415843,-0.04671782314825821
0.9,0.9102898917942613,-0.3673783795003159,-0.07603936569851064
0.905,0.8415783786825008,-0.530701081002382,-0.11107271341316474
0.91,0.8519910241966654,-0.7358325930571731,-0.0563781847449898
0.915,1.296279948999609,-0.18909280717169907,-0.04833533307062006
0.92,1.2437628080180418,-0.5061617793937446,-0.06176783256520394
0.925,1.542664375472884,-0.43243780637143603,-0.08816018295905473
0.93,1.288577537558421,-0.42625477950785234,-0.022666037422257482
0.935,0.998501504485448,-0.5475416048104476,-0.09584447918841854
0.9400000000000001,0.9595468221905561,-0.63040188254562,-0.06438110073074872
0.9450000000000001,1.5835187445063745,-0.27655307240281307,-0.0854308991682517
0.9500000000000001,1.5730934417292626,-0.4891495606218365,-0.08642848352073543
0.9550000000000001,1.1414118847060297,-0.5647266387307351,-0.07000345654349567
0.96,1.07763229328449,-0.6306954374478776,-0.1045468139402049
0.965,1.4589651911843207,-0.8533199537637363,-0.1361700720337182
0.97,0.9068593172167423,-0.49150735809079227,-0.10000995446751265
0.975,0.9553991861235196,-0.7064042512269163,-0.14114038372981622
0.98,1.2907527966597934,-0.4232960517679295,-0.12110024231962768
0.985,1.0756040362037407,-0.5391271909118279,-0.1527074370980052
0.99,1.159442521086399,-0.4239999907530889,-0.1439660147257606
0.995,1.1158678584208392,0.08028838861266616,-0.11670938476121437
1.0,1.198762713916864,0.07741094688907892,-0.10906615911490627
1.0050000000000001,1.3866944942725148,0.038839234758710595,-0.15952939588840112
1.01,1.0487466393008236,0.4876832994541478,-0.11239362237339907
1.0150000000000001,1.0958517866504875,0.7661356326587482,-0.1498851898540867
1.02,0.44009201779224705,0.6873690462144928,-0.10911335634124844
1.025,0.7831751222327896,0.4569027445688223,-0.15664932502222548
1.03,0.5335021426180089,0.48460741281021075,-0.1839544812857112
1.035,0.38516496010434326,0.5977363323463871,-0.16393830854330144
1.04,0.4090382479108624,0.6268154200951558,-0.19312233552315555
1.045,0.5017541377392325,0.4264890806830104,-0.14500524658775374
1.05,0.7746688540265398,0.49495823557472957,-0.17446954897856623
1.055,0.3331668694748937,0.551637160174091,-0.1744336067420801
1.06,0.6896633061254187,0.6031081866082444,-0.15040466053762885
1.065,0.6722914377934806,0.511567890319326,-0.1788563998404252
1.07,0.8174159436189238,0.5033811526427506,-0.17515522372496264
1.075,1.224057391756909,0.688711374635396,-0.12466529200234376
1.08,1.2492138830989017,0.6266238718652913,-0.1498931586125689
1.085,1.5364656089919535,0.48177191151299725,-0.1412835187846037
1.09,1.3184281804904785,0.6228405478620143,-0.08933561629857369
1.095,1.2801106258676664,0.31176675447636165,-0.09228696108491374
1.1,1.4302986795168866,0.6101701127617242,-0.1316601947714981
1.105,1.5493743918760083,0.50811095077058,-0.11603068605677068
1.11,1.5255714316100426,0.9775396208041267,-0.12266826020481122
1.115,1.2205099026447126,0.4612511791151154,-0.05965765705789833
1.12,1.4142540994402402,0.6607344962267008,-0.07864415927401054
1.125,1.3718258254295077,0.9455778439040796,-0.10634299324690658
1.1300000000000001,1.7806283953203774,1.054810595988704,-0.07706555916636987
1.135,1.5624549438386781,1.3551684564811777,-0.11363797165210848
1.1400000000000001,0.9019748572362855,1.0269875965722057,-0.08633772142186635
1.145,0.9522677428497195,1.2453217689638536,-0.05476750887981354
1.1500000000000001,0.6395023686168377,1.2367838254059325,-0.03203803416676696
1.155,0.7721656664064893,1.0944950684045947,-0.03011377065340713
1.16,0.9175399010030758,0.7612494252261461,-0.008101472615124512
1.165,1.0609903817624853,0.9892346675275021,-3.1341304520925935e-05
1.17,0.5980595516824687,0.8626673837505023,0.0036946298193573325
1.175,0.5558944706544907,0.6851322525931005,0.006876982987868023
1.18,0.16662520775650222,0.5566080898804864,0.006940669094993335
1.185,0.5045680442364002,0.5012116409084858,0.022607805140277642
1.19,0.2109744062173509,0.4086878454003967,0.024839597159391026
1.195,0.2088276317257978,0.4620793501642228,0.016592198775631527
1.2,0.008153157259007029,0.32271430189824746,-0.019234505497303527
1.205,0.04381400490478902,0.1354763289325042,-0.01792486130802042
1.21,-0.44032083153964735,0.03386040441899709,0.013405136285747755
1.215,-0.49713720734110667,-0.0037496979872495796,0.039141145589457735
1.22,0.16958007282164558,0.05615671012699235,0.011043051950791777
1.225,-0.6359289572585675,-0.04419933722261381,0.0026237084034963793
1.23,-0.6418269020237549,-0.05322864643268178,0.023754354507626002
1.235,-0.030039277316409315,-0.026850411933698973,-0.0012689029237175735
1.24,0.2155230739302418,-0.16782810870426346,0.06253760918085295
1.245,-0.6081121712104753,0.1738055427764368,0.04146208649540373
1.25,-0.3667593138432141,-0.004233960934381829,0.024481620684961725
1.2550000000000001,-0.1296481084417311,0.04483567510343326,0.0366075594271936
1.26,0.25880218256247567,0.2368514995044683,0.025574709143676037
1.2650000000000001,-0.23109452607774206,-0.05156346045562517,0.06325592771526985
1.27,0.005404791433438483,0.09807717035079697,0.02014770870852539
1.2750000000000001,0.28280839813136827,0.3076460471860946,0.01944581398462122
1.28,0.24422168563500243,-0.15749116449633782,0.01976718264468295
1.285,0.07807604882551956,0.12798915335677763,-0.01980988438184874
1.29,0.10885133969139589,0.04364064774339427,-0.005017251841395316
1.295,-0.20263615943129307,-0.3693901108968042,-0.007743218060355504
1.3,-0.027776224353226818,-0.417599496831189,-0.052246068048260014
1.305,-0.11678354834896235,-0.42377239792693466,-0.008574113755999027
1.31,-0.10182319011372656,-0.7439546825928648,-0.011484510162083177
1.315,-0.36318003181218045,-0.6244549625080487,-0.0011962838380749593
1.32,-0.23328212340052634,-0.8850953335855838,0.0039816172205869955
1.325,-0.19881657771482084,-0.8836848483375179,0.01683058578788751
1.33,-0.4523294034479119,-0.9456127909377926,0.04896335872035642
1.335,-0.47028858734838624,-0.799753559171806,-0.004633321825551116
1.34,-0.5851342930193214,-0.7033779531573054,0.018300180893174582
1.345,-0.6423861276820726,-0.9152951916597318,0.0430613139916802
1.35,-0.8418005183637782,-1.0919364776765772,0.03788190210278297
1.355,-0.6700398381685471,-1.0824510481260343,0.035155011627184075
1.36,-0.8171231913577871,-0.8764349239274095,0.08611014750524736
1.365,-0.42060651904140717,-0.6516512348675566,0.03364286610466815
1.37,-0.6163959739721374,-0.8081633757026446,0.0448022148945027
1.375,-0.9678550481016457,-0.8428781821584677,0.012435361633586654
1.3800000000000001,-1.3212867264141146,-0.5831466571843428,0.0005357721167337047
1.385,-1.5092190175014837,-0.616236413564331,0.023684789595466067
1.3900000000000001,-1.1293424153511682,-0.5295233234204344,0.05791979001526101
1.395,-1.430077666733097,-0.5221171365151311,0.0633904694081911
1.4000000000000001,-1.4691277799885356,-0.12928729377989562,0.07751551345666671
1.405,-2.0051633361350882,-0.6648433219199056,0.07782150520115945
1.41,-1.4660613509510905,-0.21441231554126197,0.08833041493077409
1.415,-1.564904428136096,-0.4484990780223762,0.10558110348907833
1.42,-1.8626567537822636,-0.5232725971121018,0.1371428443306582
1.425,-1.6579262935790022,-0.3207764904185475,0.1474441199772664
1.43,-1.4052894410751378,-0.7493903716438761,0.10886317550424908
1.435,-1.3343594876299878,-0.8150202858221383,0.15235387306139833
1.44,-1.2802059563459631,-0.7782289745245284,0.11932708759349554
1.445,-1.10991091587134,-0.707236671996394,0.1444849085897722
1.45,-1.0185182141148372,-0.7993701759610038,0.127768886560103
1.455,-0.8242063735059946,-0.9022904262419797,0.16847073241922886
1.46,-0.4562217403973692,-0.7271953630710428,0.12306813496999178
1.465,-1.2572156716657144,-0.34121559413182034,0.14012540011238336
1.47,-0.7258314525437399,-0.4289984059669166,0.15537487453615517
1.475,-0.6290739574898169,-0.3006207665239704,0.12781380267625206
1.48,-0.6169625389227561,-0.3340402209218302,0.1549888141025723
1.485,-0.7894000119780831,-0.32852932421324454,0.15929304379721082
1.49,-1.1248484021792586,0.063232282554814,0.16176580344436992
1.495,-0.7229997983138646,-0.1292528138503922,0.1701725696896262
1.5,-0.46459344805376723,-0.08038974448783415,0.21072144026201706
1.5050000000000001,-1.1933293996578147,0.23878535223134806,0.17177654592969743
1.51,-0.7035558367957515,0.10042524694857614,0.19683704619350217
1.5150000000000001,-0.9686110537930475,0.2455173997560235,0.18549215135380245
1.52,-0.9119276946661484,0.45632191627172786,0.1372364435546466
1.5250000000000001,-1.1168316064617902,0.5658955217153536,0.1720431880966008
1.53,-0.9540436754134645,0.6861257877064643,0.11580511231113913
1.5350000000000001,-0.5980559945584402,0.9908630718920043,0.15283688515217844
1.54,-0.7512645335924801,0.7480467533685586,0.11663726222631404
1.545,-0.5170532627400817,0.32971983092833573,0.12106822258371452
1.55,-0.6600946459730894,0.6426813861262907,0.0853444158583954
1.555,-0.8559516596971869,0.51450288924514,0.1158407207770342
1.56,-0.6273249010969342,0.4244314728386928,0.13424303814049227
1.565,-0.963146835375152,0.3748866012507301,0.0948154229330761
1.57,-0.9386928988639394,0.28423706477695615,0.10145690468059801
1.575,-1.2312493787953653,0.2634462868262843,0.12810549713836264
1.58,-1.1923728673783511,0.37652747728640507,0.12936203107731442
1.585,-1.3727366834622923,0.26559286890084277,0.059924198656925415
1.59,-1.0023952206296585,0.2838272767806813,0.1606281396106845
1.595,-1.4231062189656327,0.9305667995450565,0.11984980098975016
1.6,-0.9291009073363216,0.4898783844797571,0.11567663927509597
1.605,-1.0288974729670555,0.6806651109751419,0.08632983394010274
1.61,-0.6017980522319628,0.5149672474318546,0.03591555483964153
1.615,-0.5329444613242948,0.7837253282758165,0.08523181260570735
1.62,-0.13203987490715238,0.6630058076711357,0.04765865993002494
1.625,-0.18741932729962058,0.7515009466223734,0.06742002860455977
1.6300000000000001,-0.5064755989157246,0.9799420245653633,0.04629162210465206
1.635,-0.026245105774554342,0.9234001932611062,0.0569717261944407
1.6400000000000001,-0.12383586076633775,0.9693075326549538,0.03636551611052105
1.645,0.12831720940381042,0.6781648507935678,0.08054981238553792
1.6500000000000001,0.6460720756889848,1.2252884214260367,0.0401298345594997
1.655,0.5163789801468445,0.8272988542538833,0.1291066420866002
1.6600000000000001,0.26293566227290777,1.2188683467011034,0.13729950716008224
1.665,0.2074055727863765,1.124902417845626,0.130341225360715
1.67,0.4284277894180695,1.0028015964247645,0.12727076698087958
1.675,0.1520729037118583,0.7034965144543204,0.09833551120849994
1.68,0.25785999304266055,0.7152002477392201,0.12809930491380098
1.685,0.4614429387767156,0.47546120391430835,0.09681604395105906
1.69,0.6431763475030055,0.3870283007640541,0.059428471330267185
1.695,0.5378382219412295,0.19839193689836998,0.12708041952869267
1.7,-0.0608161500949779,-0.1783465126070478,0.11463656758725563
1.705,0.5201078743506993,0.1782722578340151,0.08497983449710955
1.71,0.49988240736905454,-0.039033462734238196,0.056474500035958594
1.715,0.5997857996598763,-0.10407337388518413,0.073298836731495
1.72,0.8758902656047859,-0.0907687462848312,0.048730274405130544
1.725,0.09815495250816496,0.08280966331637801,0.12009500006610907
1.73,0.4052125117566589,-0.04337221771318211,0.06855988397749621
1.735,0.6344756773710062,-0.19184625177369666,0.12166599700088797
1.74,0.13303389733795498,0.20996382869022182,0.10364944136840888
1.745,0.7367106262065547,0.23037545307368562,0.09702825379666859
1.75,0.4455771827670109,0.1119122816882142,0.14071203196310011
1.7550000000000001,0.4941445469400538,-0.055967783231999434,0.1289831103604018
1.76,0.14702318837250608,0.07466153384362677,0.1547833480897285
1.7650000000000001,0.41468610066931205,-0.18923781359048783,0.100564943312195
1.77,0.46455472369719025,-0.16731034998381328,0.10483217144260683
1.7750000000000001,0.31013236452171994,-0.1598066210789448,0.05693716892459796
1.78,0.36550553191007956,0.04030248382562982,0.050935855431431115
1.7850000000000001,0.45928835854086286,-0.15312088585505787,0.13343590946495676
1.79,0.33160651789601153,-0.19561510538260643,0.1302808783374155
1.795,0.6214182496319994,0.09633598593012295,0.07550029728779357
1.8,0.772506107146151,-0.19970417769530818,0.04801114255959337
1.805,1.0452150997966512,-0.29881709859346595,0.05649199156348335
1.81,1.33179173220082,-0.5210180215920116,0.08200873315567576
1.815,1.0350429292950498,-0.6928260892812851,0.048821655922112975
1.82,1.3567211188594888,-1.0620141964499799,0.06615262501019294
1.825,1.7960420920784923,-0.7525225994869696,0.059432268367287246
1.83,1.3882103616898356,-0.9359422956812655,0.04405363549064885
1.835,1.408572340494256,-1.0967369206106214,0.040450000637931374
1.84,1.6364305627774687,-1.1179197560903356,0.052337938734801574
1.845,1.7588512843435884,-0.9755718671427052,0.012479966807254893
1.85,1.54842522224163,-1.2384390281629505,0.033327316626407255
1.855,1.7856571040862068,-1.0128873895758386,-0.0027770532332138634
1.86,1.6361502927779767,-0.985466674633424,-0.004174567075605331
1.865,1.585338212783003,-0.47178304476336375,0.009949972870240626
1.87,1.4817784036523198,-0.508212086852351,-0.04051941547484939
1.875,1.8260759988067148,-0.8754258636390099,-0.027013660956746895
1.8800000000000001,1.2593493991177778,-0.7384582844321866,-0.09969012226774429
1.885,0.8557772703748908,-0.5286439616218338,-0.07473645086266821
1.8900000000000001,1.6090429571152538,-0.5796432903157301,-0.06597155334920754
1.895,1.1503906022322763,-0.7118475697171923,-0.02179716575934533
1.9000000000000001,1.245853594385936,-0.26304557335169093,-0.11104368559221978
1.905,1.4657320259483282,-0.49781586123736865,-0.06468476249563615
1.9100000000000001,0.7927422708509013,-0.4691953946277352,-0.02561835597486349
1.915,0.7995331374975221,-0.6186602279602433,-0.0763732001091886
1.92,0.6406957688610384,-0.40028408323257225,-0.06288222804764497
1.925,0.7153241661209142,-0.5402253820285057,-0.052109718817264054
1.93,0.8724273300743646,-0.5224993946155313,-0.059653612746430204
1.935,0.7822144150667318,-0.40961635088403353,-0.033176155454451704
1.94,0.6266588104344498,-0.7574501607135908,-0.06634380136829544
1.945,0.17700645533853152,-0.3504977671726431,-0.05298200743105998
1.95,-0.08287592686773683,-0.6048369133034163,-0.09899578196847099
1.955,0.38007012560249775,-0.5000333783500635,-0.11269238387410231
1.96,0.25629101655856973,-0.8634902211481396,-0.10295488163844292
1.965,0.47488697228458365,-0.8420231514288087,-0.12420174763099241
1.97,0.5760440389158419,-0.8353249998109674,-0.08207055421813392
1.975,0.5301490236063474,-0.5522942443897887,-0.09601715146763663
1.98,0.7555564995491715,-0.4539231912852542,-0.09417532982924932
1.985,0.7446496008222638,-0.37352369901778437,-0.057011810636377176
1.99,0.9117143306465222,-0.2792824383507203,-0.08558710550669045
1.995,0.7421865668338393,-0.14308845795243078,-0.03179112310727844
2.0,0.9311883158478153,0.1846134234234219,-0.05396162640673296
2.005,1.0648326003308244,0.2535754091996051,-0.011098489233031831
2.0100000000000002,1.223464300848542,0.3148581754626031,-0.045851563655171367
2.015,0.960416780220623,0.6853772264218702,-0.023131598243192556
2.02,1.1236115176286898,0.4799188361593449,-0.037467243084322005
2.025,0.8988147614150259,0.672171682776236,-0.029727889316822867
2.0300000000000002,0.8543059572119651,0.4082032328173326,-0.05087110996375596
2.035,0.9674378888766715,0.5071206435797866,-0.0985289322281006
2.04,0.2698879169371128,0.4608418221786311,-0.04097838999479087
2.045,0.32373024754521157,0.235641719040367,-0.06991732769858196
2.05,0.19450022409606757,0.6914536977109608,-0.050457979794942584
2.055,-0.06834536227221125,0.49021918836047135,-0.05168159198848847
2.06,0.21348803062101065,0.6302453828185758,-0.08302621460775032
2.065,0.4553378999092653,0.4243316599935879,-0.08225042755771152
2.07,0.1774166875080027,0.49707272069220426,-0.04113638956992661
2.075,0.2248164312925045,0.37205965648444556,-0.0600130572695525
2.08,0.3560783465780784,0.6303556971053138,-0.029126007927447867
2.085,0.3397735215101404,0.4583754048002633,-0.055891664341301904
2.09,-0.037709932256612864,0.43227944562911624,-0.03140201035968902
2.095,0.1721276585811435,0.5576579829453492,-0.05222993328772183
2.1,-0.205832066986756,0.544402151076327,-0.06501819953229807
2.105,-0.525874041634524,0.5395165957401564,-0.09236030296204066
2.11,-0.6044208615990255,0.3161346378420338,-0.0913061802488186
2.115,-0.9267075399121274,0.5312714464119476,-0.08221327101332025
2.12,-0.9287538836304987,0.6164022652540407,-0.1240020819785159
2.125,-0.93151851071652,0.9890916234259163,-0.12109934666656778
